
# Curve 0 of 1, 18000 points
# Curve title: "|Osc. Str.|"
# x y type
 1022.23  0.000108921  i
 1022.23  0.00119123  i
 1022.23  0.000319996  i
 1022.23  0.0689715  i
 1022.86  0.00719998  i
 1022.86  5.03492e-05  i
 1022.86  0.000501113  i
 1022.86  0.0504446  i
 1023.38  0.000311264  i
 1023.38  0.00482502  i
 1023.38  0.00100902  i
 1023.38  0.18148  i
 1023.68  2.1952e-05  i
 1023.68  0.00109591  i
 1023.68  2.54635e-05  i
 1023.68  0.00601106  i
 1023.79  0.00235534  i
 1023.79  0.00258357  i
 1023.79  0.000256009  i
 1023.79  0.0250221  i
 1023.91  0.00510987  i
 1023.91  0.00358219  i
 1023.91  0.00139721  i
 1023.91  0.0349634  i
 1024.02  0.000488618  i
 1024.02  0.000866314  i
 1024.02  3.13457e-06  i
 1024.02  0.00778591  i
 1024.11  0.0017183  i
 1024.11  0.00437491  i
 1024.11  0.00296094  i
 1024.11  0.0127631  i
 1024.19  0.000901679  i
 1024.19  0.00590821  i
 1024.19  0.00270186  i
 1024.19  0.0206289  i
 1024.3  0.000402943  i
 1024.3  0.000172535  i
 1024.3  0.000213693  i
 1024.3  0.00137853  i
 1024.38  0.000500469  i
 1024.38  0.00110041  i
 1024.38  0.000228184  i
 1024.38  0.0125387  i
 1024.45  0.000111211  i
 1024.45  0.00168163  i
 1024.45  0.000157989  i
 1024.45  6.04527e-06  i
 1024.5  8.94661e-05  i
 1024.5  0.00371617  i
 1024.5  0.000441232  i
 1024.5  0.000192385  i
 1024.54  3.25146e-05  i
 1024.54  0.00174895  i
 1024.54  6.52045e-05  i
 1024.54  0.00239036  i
 1024.57  0.000100839  i
 1024.57  7.45886e-05  i
 1024.57  0.000115912  i
 1024.57  0.00147108  i
 1024.65  0.000165575  i
 1024.65  0.000630817  i
 1024.65  0.000185324  i
 1024.65  0.00261471  i
 1024.69  0.000257819  i
 1024.69  0.00196274  i
 1024.69  0.000338884  i
 1024.69  0.000399867  i
 1024.78  0.00339508  i
 1024.78  0.00180351  i
 1024.78  0.000454129  i
 1024.78  0.00405965  i
 1024.8  0.000179487  i
 1024.8  4.56974e-05  i
 1024.8  8.06327e-05  i
 1024.8  0.00147787  i
 1024.94  0.000134783  i
 1024.94  0.0136048  i
 1024.94  0.0153271  i
 1024.94  0.000530399  i
 1025.05  0.00321618  i
 1025.05  0.015791  i
 1025.05  0.0115228  i
 1025.05  0.0180997  i
 1025.12  0.00229393  i
 1025.12  0.0149733  i
 1025.12  0.00298846  i
 1025.12  0.0170867  i
 1025.21  4.65949e-05  i
 1025.21  3.41276e-05  i
 1025.21  0.000136126  i
 1025.21  0.000776708  i
 1025.29  0.00714927  i
 1025.29  0.00256325  i
 1025.29  0.000407832  i
 1025.29  0.0294397  i
 1025.34  0.00300542  i
 1025.34  0.0130335  i
 1025.34  0.000347446  i
 1025.34  0.0190023  i
 1025.4  0.00217603  i
 1025.4  0.00883175  i
 1025.4  0.00254759  i
 1025.4  0.00999629  i
 1025.47  0.00137513  i
 1025.47  0.0218807  i
 1025.47  0.000942055  i
 1025.47  0.0441584  i
 1025.57  0.000193802  i
 1025.57  0.00606564  i
 1025.57  0.00738385  i
 1025.57  0.000935906  i
 1025.64  0.00272536  i
 1025.64  0.0111823  i
 1025.64  0.000252608  i
 1025.64  0.0232094  i
 1025.69  0.000924324  i
 1025.69  0.00310737  i
 1025.69  0.00248587  i
 1025.69  0.000110976  i
 1025.76  0.00324023  i
 1025.76  0.00926218  i
 1025.76  0.000611178  i
 1025.76  0.0129008  i
 1025.79  3.35644e-05  i
 1025.79  0.0121856  i
 1025.79  0.00157258  i
 1025.79  0.011786  i
 1025.8  0.00226246  i
 1025.8  0.0211072  i
 1025.8  0.00111145  i
 1025.8  0.0145161  i
 1025.89  0.00132767  i
 1025.89  0.0142953  i
 1025.89  0.000284825  i
 1025.89  0.00481257  i
 1025.91  0.00885354  i
 1025.91  0.00172048  i
 1025.91  0.000592297  i
 1025.91  0.0477023  i
 1025.98  0.00564689  i
 1025.98  0.00404113  i
 1025.98  0.0125572  i
 1025.98  0.0397326  i
 1026.03  0.000753877  i
 1026.03  0.00178494  i
 1026.03  0.000900287  i
 1026.03  0.0151275  i
 1026.04  0.00546846  i
 1026.04  0.00428144  i
 1026.04  0.000133695  i
 1026.04  0.0214133  i
 1026.07  0.000963043  i
 1026.07  0.0136071  i
 1026.07  0.00130125  i
 1026.07  0.00161261  i
 1026.1  0.00615883  i
